site_no,station_nm,latitude,longitude,state_cd,county_cd,huc_cd,huc_code,huc_region,drainage_area,site_type,active,basin,is_huc17,has_discharge
06719725,"RALSTON CREEK NEAR PLAINVIEW, CO.",39.85109799,-105.298602,CO,059,10190004,10190004,10,36.9,ST,Yes,Southwest,False,True
06719735,"RALSTON C BL SHWARTZWLDER MINE NR PLAINVIEW, CO.",39.84359797,-105.2763791,CO,059,10190004,10190004,10,38.9,ST,Yes,Southwest,False,True
06719740,"RALSTON CREEK AB RALSTON RES, NR PLAINVIEW, CO.",39.82137587,-105.2616565,CO,059,10190004,10190004,10,42.9,ST,Yes,Southwest,False,True
06719840,"LITTLE DRY CREEK AT WESTMINSTER, CO",39.82655278,-105.0400639,CO,001,10190004,10190004,10,10.4,ST,Yes,Southwest,False,True
06719845,"LITTLE DRY CRK BLW FEDERAL BLVD AT WESTMINSTER, CO",39.81936667,-105.0214472,CO,001,10190004,10190004,10,12.7,ST,Yes,Southwest,False,True
06720000,"CLEAR CREEK AT MOUTH NEAR DERBY, CO",39.8283194,-104.9588684,CO,001,10190004,10190004,10,570,ST,Yes,Southwest,False,True
06720255,"UVALDA INTERCEPT BL 56TH AV AT ROCKY MTN ARS, CO",39.79943105,-104.8363636,CO,001,10190003,10190003,10,,ST,Yes,Southwest,False,True
06720280,"PEORIA INTERCEPT BL 56TH AV, AT ROCKY MTN ARS, CO",39.79887546,-104.8616424,CO,001,10190003,10190003,10,,ST,Yes,Southwest,False,True
06720285,"HAVANA INTERCEPT BL 56TH AV, AT ROCKY MTN ARS, CO",39.80109764,-104.8644203,CO,001,10190003,10190003,10,,ST,Yes,Southwest,False,True
06720330,"GRANGE HALL C AT GRANT PARK, AT NORTHGLENN, CO.",39.88804097,-104.9824801,CO,001,10190003,10190003,10,0.58,ST,Yes,Southwest,False,True
06720415,"GRANGE HALL CREEK AT NORTHGLENN, CO.",39.88915206,-104.9616459,CO,001,10190003,10190003,10,3.34,ST,Yes,Southwest,False,True
06720417,"GRANGE HALL CREEK BELOW NORTHGLENN, CO.",39.891652,-104.9580346,CO,001,10190003,10190003,10,3.60,ST,Yes,Southwest,False,True
06720460,"FIRST CR BEL BUCKLEY RD, AT ROCKY MTN ARSENAL, CO",39.8080421,-104.7938618,CO,001,10190003,10190003,10,28.2,ST,Yes,Southwest,False,True
06720480,"FIRST CR AB 96TH AVE, AT ROCKY MTN ARSENAL, CO",39.86748564,-104.8321963,CO,001,10190003,10190003,10,39.6,ST,Yes,Southwest,False,True
06720490,"FIRST CR AT HWY 2, NEAR ROCKY MTN ARSENAL, CO",39.87776328,-104.856086,CO,001,10190003,10190003,10,41.1,ST,Yes,Southwest,False,True
06720500,"SOUTH PLATTE RIVER AT HENDERSON, CO",39.92192936,-104.868864,CO,001,10190003,10190003,10,4768,ST,Yes,Southwest,False,True
06720690,"WOMAN CREEK NEAR PLAINVIEW, CO.",39.885264,-105.198321,CO,059,10190003,10190003,10,,ST,Yes,Southwest,False,True
06720700,"WOMAN CREEK AT ROCKY FLATS PLANT, CO.",39.88554175,-105.185265,CO,059,10190003,10190003,10,2.10,ST,Yes,Southwest,False,True
06720780,"WALNUT CREEK AT ROCKY FLATS PLANT, CO.",39.89915274,-105.1847094,CO,059,10190003,10190003,10,1.09,ST,Yes,Southwest,False,True
06720790,"SOUTH WALNUT CREEK AT ROCKY FLATS PLANT, CO.",39.89554166,-105.1847094,CO,059,10190003,10190003,10,0.40,ST,Yes,Southwest,False,True
06720820,"BIG DRY CREEK AT WESTMINSTER, CO",39.90568056,-105.0353889,CO,001,10190003,10190003,10,43.9,ST,Yes,Southwest,False,True
06720990,"BIG DRY CREEK AT MOUTH NEAR FORT LUPTON, CO",40.0688333,-104.8319861,CO,123,10190003,10190003,10,107,ST,Yes,Southwest,False,True
06721000,"SOUTH PLATTE RIVER AT FORT LUPTON, CO.",40.11609435,-104.8185831,CO,123,10190003,10190003,10,5043,ST,Yes,Southwest,False,True
06721500,"NORTH ST. VRAIN CREEK NEAR ALLENS PARK, CO.",40.2188737,-105.5283329,CO,013,10190005,10190005,10,32.6,ST,Yes,Southwest,False,True
06722000,"N ST. VRAIN CREEK AT LONGMONT DAM, NR LYONS, CO.",40.22192955,-105.3586038,CO,013,10190005,10190005,10,106,ST,Yes,Southwest,False,True
06722500,"SOUTH ST. VRAIN CREEK NEAR WARD, CO.",40.09081927,-105.514443,CO,013,10190005,10190005,10,14.4,ST,Yes,Southwest,False,True
06722900,"MIDDLE ST. VRAIN CREEK NEAR RAYMOND, CO.",40.1297078,-105.51861,CO,013,10190005,10190005,10,16.8,ST,Yes,Southwest,False,True
06723400,"SOUTH ST. VRAIN CREEK ABOVE LYONS, CO.",40.21109646,-105.2802673,CO,013,10190005,10190005,10,81.4,ST,Yes,Southwest,False,True
06724000,"ST. VRAIN CREEK AT LYONS, CO.",40.21804094,-105.2599887,CO,013,10190005,10190005,10,216,ST,Yes,Southwest,False,True
06724500,"LEFT HAND CREEK NEAR BOULDER, CO.",40.12554106,-105.3038797,CO,013,10190005,10190005,10,52.0,ST,Yes,Southwest,False,True
06724600,"LEFT HAND CREEK AT ALTONA, CO.",40.13248549,-105.2905458,CO,013,10190005,10190005,10,59.0,ST,Yes,Southwest,False,True
06724970,"LEFT HAND CREEK AT HOVER ROAD NEAR LONGMONT, CO",40.13427778,-105.1308194,CO,013,10190005,10190005,10,71.6,ST,Yes,Southwest,False,True
06725000,"LEFT HAND CREEK AT MOUTH, AT LONGMONT, CO.",40.1472069,-105.1019276,CO,013,10190005,10190005,10,72.6,ST,Yes,Southwest,False,True
06725100,"ST. VRAIN CREEK NEAR LONGMONT, CO.",40.1519289,-105.0533146,CO,123,10190005,10190005,10,372,ST,Yes,Southwest,False,True
06725450,"ST. VRAIN CREEK BELOW LONGMONT, CO",40.1574222,-105.0153944,CO,123,10190005,10190005,10,423,ST,Yes,Southwest,False,True
06725500,"MIDDLE BOULDER CREEK AT NEDERLAND, CO.",39.9616536,-105.504442,CO,013,10190005,10190005,10,36.2,ST,Yes,Southwest,False,True
06726000,"NORTH BOULDER CREEK AT SILVER LAKE, CO.",40.02776435,-105.575556,CO,013,10190005,10190005,10,8.70,ST,Yes,Southwest,False,True
06726500,"NORTH BOULDER CREEK NEAR NEDERLAND, CO.",39.98776458,-105.4963864,CO,013,10190005,10190005,10,30.4,ST,Yes,Southwest,False,True
06726900,"BUMMERS GULCH NEAR EL VADO, CO.",40.01165266,-105.3486038,CO,013,10190005,10190005,10,3.87,ST,Yes,Southwest,False,True
06727000,"BOULDER CREEK NEAR ORODELL, CO.",40.0063748,-105.3308254,CO,013,10190005,10190005,10,102,ST,Yes,Southwest,False,True
06727410,"FOURMILE CREEK AT LOGAN MILL ROAD NEAR CRISMAN, CO",40.04202778,-105.3649167,CO,013,10190005,10190005,10,19.2,ST,Yes,Southwest,False,True
06727500,"FOURMILE CREEK AT ORODELL, CO",40.01866667,-105.32625,CO,013,10190005,10190005,10,24.2,ST,Yes,Southwest,False,True
06729000,"SOUTH BOULDER CREEK NEAR ROLLINSVILLE, CO.",39.9147094,-105.5019417,CO,047,10190005,10190005,10,42.7,ST,Yes,Southwest,False,True
06729300,"SOUTH BOULDER CREEK AT PINECLIFFE, CO",39.93165347,-105.4230505,CO,013,10190005,10190005,10,72.7,ST,Yes,Southwest,False,True
06729500,"SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS, CO.",39.9310974,-105.2958242,CO,013,10190005,10190005,10,111,ST,Yes,Southwest,False,True
06730160,"FOURMILE CANYON CREEK NEAR SUNSHINE, CO",40.0576111,-105.3487778,CO,013,10190005,10190005,10,1.80,ST,Yes,Southwest,False,True
06730200,"BOULDER CREEK AT NORTH 75TH ST. NEAR BOULDER, CO",40.05165184,-105.1788754,CO,013,10190005,10190005,10,307,ST,Yes,Southwest,False,True
06730300,"COAL CREEK NEAR PLAINVIEW, CO.",39.87776439,-105.2772125,CO,059,10190005,10190005,10,15.2,ST,Yes,Southwest,False,True
06730400,"COAL CREEK NEAR LOUISVILLE, CO",39.9760962,-105.1172068,CO,013,10190005,10190005,10,32.0,ST,Yes,Southwest,False,True
06730500,"BOULDER CREEK AT MOUTH NEAR LONGMONT, CO",40.13877778,-105.0202222,CO,123,10190005,10190005,10,447,ST,Yes,Southwest,False,True
06730525,ST VRAIN CR BLW BOULDER CR AT HWY 119 NR LONGMONT,40.16046667,-105.0079361,CO,123,10190005,10190005,10,872,ST,Yes,Southwest,False,True
06731000,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE, CO.",40.25803869,-104.879696,CO,123,10190005,10190005,10,979,ST,Yes,Southwest,False,True
06731800,"BOULDER BROOK NEAR ESTES PARK, CO.",40.31581767,-105.615836,CO,069,10190006,10190006,10,3.83,ST,Yes,Southwest,False,True
06732000,"GLACIER CREEK NEAR ESTES PARK, CO.",40.34526186,-105.5855569,CO,069,10190006,10190006,10,24.6,ST,Yes,Southwest,False,True
06732300,"BEAVER BROOK NEAR ESTES PARK, CO.",40.3744284,-105.6211137,CO,069,10190006,10190006,10,1.49,ST,Yes,Southwest,False,True
06733000,"BIG THOMPSON RIVER AT ESTES PARK, CO.",40.37831704,-105.513887,CO,069,10190006,10190006,10,138,ST,Yes,Southwest,False,True
06734500,"FISH CREEK NEAR ESTES PARK, CO.",40.36859486,-105.4938863,CO,069,10190006,10190006,10,15.8,ST,Yes,Southwest,False,True
06734900,"OLYMPUS TUNNEL AT LAKE ESTES, CO.",40.37385556,-105.4738139,CO,069,10190006,10190006,10,,ST,Yes,Southwest,False,True
06735500,"BIG THOMPSON RIVER NEAR ESTES PARK, CO.",40.3763726,-105.4855525,CO,069,10190006,10190006,10,155,ST,Yes,Southwest,False,True
06736000,"NORTH FORK BIG THOMPSON RIVER AT DRAKE, CO.",40.43285278,-105.338725,CO,069,10190006,10190006,10,85.1,ST,Yes,Southwest,False,True
06736500,"BIG THOMPSON RIVER BL POWERHOUSE, NR DRAKE, CO.",40.4174838,-105.267765,CO,069,10190006,10190006,10,278,ST,Yes,Southwest,False,True
06736700,"BIG THOMPSON R ABOVE DILLE TUNNEL, NR DRAKE, CO.",40.41500556,-105.2508111,CO,069,10190006,10190006,10,305,ST,Yes,Southwest,False,True
06738000,"BIG THOMPSON RIVER AT MOUTH OF CANYON NR DRAKE, CO",40.42165038,-105.2266522,CO,069,10190006,10190006,10,305,ST,Yes,Southwest,False,True
06739500,"BUCKHORN CREEK NEAR MASONVILLE, CO",40.4346361,-105.1849389,CO,069,10190006,10190006,10,136,ST,Yes,Southwest,False,True
06740000,"DRY CREEK NEAR PINEWOOD, CO.",40.3727619,-105.2272083,CO,069,10190006,10190006,10,7.11,ST,Yes,Southwest,False,True
06741000,"COTTONWOOD CREEK NEAR PINEWOOD, CO",40.3777619,-105.2358197,CO,069,10190006,10190006,10,14.7,ST,Yes,Southwest,False,True
06741500,"BIG THOMPSON RIVER NEAR LOVELAND, CO.",40.39803908,-105.1063702,CO,069,10190006,10190006,10,505,ST,Yes,Southwest,False,True
06741510,"BIG THOMPSON RIVER AT LOVELAND, CO.",40.37873889,-105.0608167,CO,069,10190006,10190006,10,531,ST,Yes,Southwest,False,True
06742000,"LITTLE THOMPSON RIVER NEAR BERTHOUD, CO",40.2572073,-105.2047086,CO,013,10190006,10190006,10,100,ST,Yes,Southwest,False,True
06743500,"LITTLE THOMPSON RIVER AT MILLIKEN, CO",40.33526026,-104.8652504,CO,123,10190006,10190006,10,199,ST,Yes,Southwest,False,True
06744000,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE, CO.",40.3499817,-104.7849693,CO,123,10190006,10190006,10,831,ST,Yes,Southwest,False,True
06745000,"CACHE LA POUDRE RIVER AB CHAMBERS LK OUTLET, CO.",40.6341478,-105.8075081,CO,069,10190007,10190007,10,89.7,ST,Yes,Southwest,False,True
06746095,"JOE WRIGHT CREEK ABOVE JOE WRIGHT RESERVOIR, CO",40.5399822,-105.88279,CO,069,10190007,10190007,10,3.14,ST,Yes,Southwest,False,True
06746100,"JOE WRIGHT CREEK NEAR CAMERON PASS, CO",40.54692659,-105.8758452,CO,069,10190007,10190007,10,5.05,ST,Yes,Southwest,False,True
06746110,"JOE WRIGHT CREEK BELOW JOE WRIGHT RESERVOIR, CO",40.5619264,-105.8639,CO,069,10190007,10190007,10,6.92,ST,Yes,Southwest,False,True
06747500,"CACHE LA POUDRE RIVER NEAR RUSTIC, CO.",40.69553627,-105.6902802,CO,069,10190007,10190007,10,198,ST,Yes,Southwest,False,True
06748000,"CACHE LA POUDRE RIVER NEAR LOG CABIN, CO.",40.6994254,-105.572219,CO,069,10190007,10190007,10,234,ST,Yes,Southwest,False,True
06748200,"FALL CREEK NEAR RUSTIC, CO.",40.55164929,-105.6269458,CO,069,10190007,10190007,10,3.59,ST,Yes,Southwest,False,True
06748500,"SOUTH FORK CACHE LA POUDRE RIVER NR EGGERS, CO.",40.6180374,-105.5252736,CO,069,10190007,10190007,10,70.6,ST,Yes,Southwest,False,True
06748510,"LITTLE BEAVER CREEK NEAR IDYLWILDE, CO",40.63859264,-105.6616684,CO,069,10190007,10190007,10,0.88,ST,Yes,Southwest,False,True
06748530,"LITTLE BEAVER CREEK NEAR RUSTIC, CO",40.62303736,-105.5649975,CO,069,10190007,10190007,10,12.3,ST,Yes,Southwest,False,True
06748600,"SOUTH FORK CACHE LA POUDRE RIVER NR RUSTIC, CO.",40.6469261,-105.493605,CO,069,10190007,10190007,10,92.4,ST,Yes,Southwest,False,True
06749000,"CACHE LA POUDRE RIVER BELOW ELKHORN CREEK, CO.",40.6922035,-105.433324,CO,069,10190007,10190007,10,409,ST,Yes,Southwest,False,True
06751145,N FK CACHE LA POUDRE R ABV HALLIGAN RES NR VA DALE,40.8945833,-105.3672222,CO,069,10190007,10190007,10,331,ST,Yes,Southwest,False,True
06751150,N FK CACHE LA POUDRE R BLW HALLIGAN RES NR VA DALE,40.87831637,-105.3380411,CO,069,10190007,10190007,10,354,ST,Yes,Southwest,False,True
06751490,"NORTH FORK CACHE LA POUDRE RIVER AT LIVERMORE, CO",40.7874815,-105.2522047,CO,069,10190007,10190007,10,538,ST,Yes,Southwest,False,True
06751500,"N FORK CACHE LA POUDRE RIVER NEAR LIVERMORE, CO.",40.7027592,-105.2341492,CO,069,10190007,10190007,10,566,ST,Yes,Southwest,False,True
06752000,"CACHE LA POUDRE RIV AT MO OF CN, NR FT COLLINS, CO",40.6644262,-105.2244271,CO,069,10190007,10190007,10,1054,ST,Yes,Southwest,False,True
06752260,"CACHE LA POUDRE RIVER AT FORT COLLINS, CO",40.5880833,-105.0692222,CO,069,10190007,10190007,10,1128,ST,Yes,Southwest,False,True
06752280,"CACHE LA POUDRE RIV AB BOXELDER CRK NR TIMNATH, CO",40.5519269,-105.011365,CO,069,10190007,10190007,10,1244,ST,Yes,Southwest,False,True
06752500,"CACHE LA POUDRE RIVER NEAR GREELEY, CO.",40.41775868,-104.6399624,CO,123,10190007,10190007,10,1879,ST,Yes,Southwest,False,True
06753400,"LONETREE CREEK AT CARR, CO.",40.8983161,-104.8680253,CO,123,10190008,10190008,10,169,ST,Yes,Southwest,False,True
06753500,"LONETREE CREEK NEAR NUNN, CO.",40.76664755,-104.7908027,CO,123,10190008,10190008,10,199,ST,Yes,Southwest,False,True
06753600,"LITTLE OWL CREEK NEAR NUNN, CO",40.80525,-104.7621944,CO,123,10190008,10190008,10,16.3,ST,Yes,Southwest,False,True
06753990,"LONETREE CREEK NEAR GREELEY, CO.",40.4424808,-104.5888487,CO,123,10190008,10190008,10,574,ST,Yes,Southwest,False,True
06754000,"SOUTH PLATTE RIVER NEAR KERSEY, CO",40.4119253,-104.5627366,CO,123,10190003,10190003,10,9661,ST,Yes,Southwest,False,True
06756500,"CROW CREEK NEAR BARNSVILLE, CO.",40.49303689,-104.4435651,CO,123,10190009,10190009,10,1283,ST,Yes,Southwest,False,True
06756995,"SOUTH PLATTE RIVER AT MASTERS, CO.",40.30581435,-104.2449505,CO,123,10190003,10190003,10,12169,ST,Yes,Southwest,False,True
06757000,"SOUTH PLATTE RIVER AT SUBLETTE, CO.",40.3038701,-104.179117,CO,123,10190003,10190003,10,12222,ST,Yes,Southwest,False,True
06757600,"KIOWA CREEK AT K-79 RES, NEAR EASTONVILLE, CO.",39.06665849,-104.5824711,CO,041,10190010,10190010,10,3.20,ST,Yes,Southwest,False,True
06758000,"KIOWA CREEK AT ELBERT, CO.",39.2097116,-104.5338582,CO,039,10190010,10190010,10,28.6,ST,Yes,Southwest,False,True
06758100,"WEST KIOWA CREEK AT ELBERT, CO.",39.21054499,-104.5383027,CO,039,10190010,10190010,10,35.9,ST,Yes,Southwest,False,True
06758200,"KIOWA CREEK AT KIOWA, CO.",39.33720969,-104.4755226,CO,039,10190010,10190010,10,111,ST,Yes,Southwest,False,True
06758300,"KIOWA CREEK AT BENNETT, CO.",39.7483178,-104.4132943,CO,001,10190010,10190010,10,236,ST,Yes,Southwest,False,True
06758500,"SOUTH PLATTE RIVER NEAR WELDONA, CO",40.32138889,-103.9202778,CO,087,10190003,10190003,10,13205,ST,Yes,Southwest,False,True
06759000,"BIJOU CREEK NEAR WIGGINS, CO.",40.2480359,-104.0360609,CO,087,10190011,10190011,10,1314,ST,Yes,Southwest,False,True
06759100,"BIJOU CREEK NEAR FT. MORGAN, CO.",40.28275889,-103.8755062,CO,087,10190011,10190011,10,1383,ST,Yes,Southwest,False,True
06759500,"SOUTH PLATTE RIVER AT FORT MORGAN, CO",40.26840278,-103.8011917,CO,087,10190012,10190012,10,14648,ST,Yes,Southwest,False,True
06759910,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NR BALZAC, CO",40.3575,-103.5280556,CO,087,10190012,10190012,10,16609,ST,Yes,Southwest,False,True
06760000,"SOUTH PLATTE RIVER AT BALZAC, CO.",40.406647,-103.4666092,CO,087,10190012,10190012,10,16623,ST,Yes,Southwest,False,True
06760500,"SOUTH PLATTE RIVER NEAR CROOK, CO.",40.8433245,-102.8132488,CO,075,10190012,10190012,10,19009,ST,Yes,Southwest,False,True
06763980,"S. PLATTE R. AT JULESBURG, COLO. (CHAN. 4)",40.9794371,-102.2546295,CO,115,10190018,10190018,10,,ST,Yes,Southwest,False,True
06763990,"S. PLATTE R. AT JULESBURG, COLO. (CHAN. 2)",40.9794371,-102.2546295,CO,115,10190018,10190018,10,,ST,Yes,Southwest,False,True
06764000,"SOUTH PLATTE RIVER AT JULESBURG, CO",40.97499276,-102.2518517,CO,115,10190018,10190018,10,22824,ST,Yes,Southwest,False,True
06821300,"NORTH FORK ARIKAREE RIVER TRIBUTARY NR SHAW, CO.",39.51998699,-103.4435551,CO,073,10250001,10250001,10,6.55,ST,Yes,Southwest,False,True
06821360,ARIKAREE RIVER ABV SPRING CANYON NR IDALIA CO,39.75193556,-102.4121429,CO,125,10250001,10250001,10,1117,ST,Yes,Southwest,False,True
06822000,"NORTH FORK REPUBLICAN RIVER NEAR WRAY, CO.",40.07360058,-102.2854739,CO,125,10250002,10250002,10,1019,ST,Yes,Southwest,False,True
06825000,"SOUTH FORK REPUBLICAN RIVER NEAR IDALIA, CO.",39.61638215,-102.2426918,CO,125,10250003,10250003,10,1412,ST,Yes,Southwest,False,True
06825500,"LANDSMAN CREEK NEAR HALE, CO.",39.575549,-102.2521363,CO,125,10250003,10250003,10,268,ST,Yes,Southwest,False,True
06826500,"SOUTH FORK REPUBLICAN RIVER NEAR HALE, CO.",39.62388245,-102.163522,CO,125,10250003,10250003,10,1825,ST,Yes,Southwest,False,True
07079300,"EF ARKANSAS R AT US HIGHWAY 24, NR LEADVILLE, CO.",39.2724892,-106.3064133,CO,065,11020001,11020001,11,49.9,ST,Yes,Southwest,False,True
07079500,"EAST FORK ARKANSAS RIVER NEAR LEADVILLE, CO.",39.2597114,-106.3405807,CO,065,11020001,11020001,11,50.0,ST,Yes,Southwest,False,True
07080980,"ST. KEVIN GULCH ABV TEMPLE GULCH NR LEADVILLE, CO",39.2913775,-106.3691928,CO,065,11020001,11020001,11,1.84,ST,Yes,Southwest,False,True
07081000,"TENNESSEE CREEK NEAR LEADVILLE, CO.",39.26415578,-106.3408585,CO,065,11020001,11020001,11,48.0,ST,Yes,Southwest,False,True
07081200,"ARKANSAS RIVER NEAR LEADVILLE, CO",39.249,-106.3481111,CO,065,11020001,11020001,11,99.1,ST,Yes,Southwest,False,True
07081800,"CALIFORNIA GULCH AT MALTA, CO.",39.22248969,-106.355303,CO,065,11020001,11020001,11,,ST,Yes,Southwest,False,True
07083000,"HALFMOON CREEK NEAR MALTA, CO",39.17221259,-106.3891926,CO,065,11020001,11020001,11,23.5,ST,Yes,Southwest,False,True
07083200,"HALFMOON CR BL HALFMOON DIVERSION NR LEADVILLE, CO",39.1857222,-106.3833611,CO,065,11020001,11020001,11,24.6,ST,Yes,Southwest,False,True
07083500,"HALFMOON CREEK NEAR LEADVILLE, CO.",39.20248995,-106.3697478,CO,065,11020001,11020001,11,25.2,ST,Yes,Southwest,False,True
07083700,"ARKANSAS RIVER NEAR MALTA, CO.",39.1688797,-106.3241909,CO,065,11020001,11020001,11,228,ST,Yes,Southwest,False,True
07083710,"ARKANSAS RIVER BELOW EMPIRE GULCH NEAR MALTA, CO",39.1638798,-106.320024,CO,065,11020001,11020001,11,238,ST,Yes,Southwest,False,True
07084500,"LAKE CREEK ABOVE TWIN LAKES RESERVOIR, CO.",39.0630477,-106.4078037,CO,065,11020001,11020001,11,75.0,ST,Yes,Southwest,False,True
07086000,"ARKANSAS RIVER AT GRANITE, CO.",39.04277116,-106.2658553,CO,015,11020001,11020001,11,427,ST,Yes,Southwest,False,True
07086500,"CLEAR CREEK ABOVE CLEAR CREEK RESERVOIR, CO.",39.0180493,-106.2778,CO,015,11020001,11020001,11,67.1,ST,Yes,Southwest,False,True
07087050,"ARKANSAS RIVER BELOW GRANITE, CO",38.97693889,-106.2139833,CO,015,11020001,11020001,11,546,ST,Yes,Southwest,False,True
07087200,"ARKANSAS RIVER AT BUENA VISTA, CO.",38.8491622,-106.1247397,CO,015,11020001,11020001,11,611,ST,Yes,Southwest,False,True
07089000,"COTTONWOOD C BL HOT SPRINGS, NR BUENA VISTA, CO.",38.81277374,-106.2222426,CO,015,11020001,11020001,11,65.0,ST,Yes,Southwest,False,True
07090000,"CHALK CREEK (UPPER STATION) NEAR ST. ELMO, CO",38.7125,-106.3175833,CO,015,11020001,11020001,11,42.5,ST,Yes,Southwest,False,True
07090500,"CHALK CREEK NEAR ST. ELMO, CO",38.71269444,-106.2346389,CO,015,11020001,11020001,11,68.4,ST,Yes,Southwest,False,True
07091000,"CHALK CREEK NEAR NATHROP, CO",38.73325,-106.1602778,CO,015,11020001,11020001,11,82.7,ST,Yes,Southwest,False,True
07091200,"ARKANSAS RIVER NEAR NATHROP, CO",38.6522188,-106.051126,CO,015,11020001,11020001,11,1055,ST,Yes,Southwest,False,True
07091500,"ARKANSAS RIVER AT SALIDA, CO.",38.5458304,-106.0105693,CO,015,11020001,11020001,11,1218,ST,Yes,Southwest,False,True
07092000,"SOUTH FORK ARKANSAS RIVER AT PONCHA, CO.",38.5113863,-106.0794607,CO,015,11020001,11020001,11,140,ST,Yes,Southwest,False,True
07093000,"PONCHA CREEK AT PONCHA, CO.",38.5099974,-106.0755717,CO,015,11020001,11020001,11,56.0,ST,Yes,Southwest,False,True
07093500,"SOUTH ARKANSAS RIVER NEAR SALIDA, CO.",38.52138608,-105.9897352,CO,015,11020001,11020001,11,208,ST,Yes,Southwest,False,True
07093700,"ARKANSAS RIVER NEAR WELLSVILLE, CO.",38.50277496,-105.9397333,CO,015,11020001,11020001,11,1485,ST,Yes,Southwest,False,True
07093740,"BADGER CREEK, UPPER STATION, NEAR HOWARD, CO",38.65888469,-105.8138942,CO,043,11020001,11020001,11,106,ST,Yes,Southwest,False,True
07093775,"BADGER CREEK, LOWER STATION, NEAR HOWARD, CO.",38.46721949,-105.8600083,CO,043,11020001,11020001,11,211,ST,Yes,Southwest,False,True
07094500,"ARKANSAS RIVER AT PARKDALE, CO.",38.4872189,-105.373604,CO,043,11020001,11020001,11,2459,ST,Yes,Southwest,False,True
07094600,"SOUTH COLONY CREEK NEAR WESTCLIFFE, CO.",37.9991669,-105.4908389,CO,027,11020001,11020001,11,6.03,ST,Yes,Southwest,False,True
07094900,"MIDDLE TAYLOR CREEK NEAR WESTCLIFFE, CO.",38.10833258,-105.601395,CO,027,11020001,11020001,11,3.19,ST,Yes,Southwest,False,True
07095000,"GRAPE CREEK NEAR WESTCLIFFE, CO.",38.18611049,-105.4836125,CO,027,11020001,11020001,11,320,ST,Yes,Southwest,False,True
07096000,"ARKANSAS RIVER AT CANON CITY, CO.",38.43388674,-105.2572128,CO,043,11020002,11020002,11,3117,ST,Yes,Southwest,False,True
07096250,"FOURMILE CREEK BELOW CRIPPLE CREEK NEAR VICTOR, CO",38.66388094,-105.228041,CO,119,11020002,11020002,11,271,ST,Yes,Southwest,False,True
07096500,"FOURMILE CREEK NEAR CANON CITY, CO.",38.43638726,-105.1913777,CO,043,11020002,11020002,11,434,ST,Yes,Southwest,False,True
07097000,"ARKANSAS RIVER AT PORTLAND, CO.",38.38833418,-105.0160961,CO,043,11020002,11020002,11,4024,ST,Yes,Southwest,False,True
07099050,"BEAVER CR ABV UPPER BEAVER CEMETERY NR PENROSE, CO",38.56166228,-105.0219257,CO,043,11020002,11020002,11,122,ST,Yes,Southwest,False,True
07099060,"BEAVER CREEK ABOVE HIGHWAY 115 NEAR PENROSE, CO",38.4891658,-104.9974832,CO,043,11020002,11020002,11,138,ST,Yes,Southwest,False,True
07099080,"RED CREEK BELOW SULLIVAN PARK AT FORT CARSON, CO",38.4997222,-104.9133333,CO,101,11020002,11020002,11,26.6,ST,Yes,Southwest,False,True
07099085,"RED CREEK ABOVE SALT CANYON AT FORT CARSON, CO",38.4789722,-104.9405556,CO,101,11020002,11020002,11,34.0,ST,Yes,Southwest,False,True
07099100,"BEAVER CREEK NEAR PORTLAND, CO.",38.3741679,-104.9641504,CO,043,11020002,11020002,11,214,ST,Yes,Southwest,False,True
07099200,"ARKANSAS RIVER NEAR PORTLAND, CO.",38.33722178,-104.93889055,CO,101,110200020603,110200020603,11,4280.0,ST,Yes,Southwest,False,True
07099215,"TURKEY CREEK NEAR FOUNTAIN, CO",38.61166168,-104.894699,CO,041,11020002,11020002,11,13.0,ST,Yes,Southwest,False,True
07099220,"LITTLE TURKEY CREEK NEAR FOUNTAIN, CO.",38.62721725,-104.8663648,CO,041,11020002,11020002,11,9.59,ST,Yes,Southwest,False,True
07099230,"TURKEY CREEK AB TELLER RES NEAR STONE CITY, CO.",38.46499989,-104.8272009,CO,101,11020002,11020002,11,62.3,ST,Yes,Southwest,False,True
07099235,"TURKEY CREEK NR STONE CITY, CO",38.4322226,-104.8333125,CO,101,11020002,11020002,11,72.5,ST,Yes,Southwest,False,True
07099238,"TELLER RESERVOIR SPILLWAY NEAR STONE CITY, CO",38.43888889,-104.8208333,CO,101,11020002,11020002,11,71.5,ST,Yes,Southwest,False,True
07099400,"ARKANSAS RIVER ABOVE PUEBLO, CO",38.2716694,-104.718033,CO,101,11020002,11020002,11,4670,ST,Yes,Southwest,False,True
07099500,"ARKANSAS RIVER NEAR PUEBLO, CO.",38.26722495,-104.6577535,CO,101,11020002,11020002,11,4686,ST,Yes,Southwest,False,True
07099970,"ARKANSAS RIVER AT MOFFAT STREET AT PUEBLO, CO",38.25361396,-104.6060854,CO,101,11020002,11020002,11,4720,ST,Yes,Southwest,False,True
07099973,ARKANSAS RIVER TRIBUTARY ABOVE HWY 227 AT PUEBLO,38.25388889,-104.5958333,CO,101,11020002,11020002,11,,ST,Yes,Southwest,False,True
